graphs:
num_nodes_min_max_tr = (16, 33)
num_nodes_min_max_ge = (16, 33) --> permutations of tr

results:
iteration number	elapsed seconds	training loss	test/generalization loss	training fraction mse	training fraction examples solved correctly	test/generalization mse	test/generalization fraction examples solved correctly
#	T	Ltr	Lge	Ctr	Str	Cge	Sge
3728	3106.9446680545807	1.2296682234591573e-05	1.2162333405285608e-05	1.0	1.0	1.0	1.0
3735	3112.6031832695007	1.2650853568629829e-05	1.2513049114204478e-05	1.0	1.0	1.0	1.0
3742	3118.300700902939	1.2151370083302028e-05	1.2017700100841466e-05	1.0	1.0	1.0	1.0
3749	3124.0906162261963	1.204227892230847e-05	1.1907604857697152e-05	1.0	1.0	1.0	1.0
3756	3129.7025606632233	1.146975109804771e-05	1.1355932656442747e-05	1.0	1.0	1.0	1.0
3763	3135.311847448349	1.169007482531015e-05	1.1578380508581176e-05	1.0	1.0	1.0	1.0
3770	3140.7647330760956	1.2111019259464229e-05	1.1984754564764444e-05	1.0	1.0	1.0	1.0
3777	3146.2458460330963	1.2277626774448436e-05	1.2149030226282775e-05	1.0	1.0	1.0	1.0
3783	3151.4967091083527	1.214470275954227e-05	1.2020112080790568e-05	1.0	1.0	1.0	1.0
3790	3157.105793952942	1.1938589250348742e-05	1.1816354344773572e-05	1.0	1.0	1.0	1.0
3796	3162.3518793582916	1.138703655669815e-05	1.1270924915152136e-05	1.0	1.0	1.0	1.0
3802	3168.0247945785522	1.1957457263633842e-05	1.1839825674542226e-05	1.0	1.0	1.0	1.0
3809	3173.6237733364105	1.160082092610537e-05	1.1484266906336416e-05	1.0	1.0	1.0	1.0
3816	3179.330007791519	1.1706071200023871e-05	1.1595599062275141e-05	1.0	1.0	1.0	1.0
3822	3184.398005962372	1.1720907605194953e-05	1.1591358088480774e-05	1.0	1.0	1.0	1.0
3829	3190.099688053131	1.1290647671557963e-05	1.117337160394527e-05	1.0	1.0	1.0	1.0
3836	3195.6285858154297	1.1242448090342805e-05	1.113659527618438e-05	1.0	1.0	1.0	1.0
3843	3201.1060683727264	1.1486704715935048e-05	1.137919298344059e-05	1.0	1.0	1.0	1.0
3849	3206.1276848316193	1.1864861880894752e-05	1.1736122360161971e-05	1.0	1.0	1.0	1.0
3856	3211.6774451732635	1.1446223652455956e-05	1.133628666138975e-05	1.0	1.0	1.0	1.0
3862	3216.7328884601593	1.1232302404096119e-05	1.1115346751466859e-05	1.0	1.0	1.0	1.0
3869	3222.4233417510986	1.1362366240064149e-05	1.1238117622269783e-05	1.0	1.0	1.0	1.0
3876	3227.77809381485	1.1381339481886245e-05	1.1261367035331205e-05	1.0	1.0	1.0	1.0
3882	3233.5505814552307	1.1819983137684176e-05	1.1697328773152549e-05	1.0	1.0	1.0	1.0
3889	3239.289733171463	1.116745143008302e-05	1.1063269084843341e-05	1.0	1.0	1.0	1.0
3895	3244.9169080257416	1.1064558657380985e-05	1.095706920750672e-05	1.0	1.0	1.0	1.0
3901	3250.189000606537	1.1083271328971024e-05	1.0972252312058117e-05	1.0	1.0	1.0	1.0
3908	3256.087878227234	1.090744708562852e-05	1.0788250619953033e-05	1.0	1.0	1.0	1.0
3913	3261.266072034836	1.0710166407079669e-05	1.0603063856251538e-05	1.0	1.0	1.0	1.0
3919	3266.387323617935	1.0328166990802857e-05	1.0236100024485495e-05	1.0	1.0	1.0	1.0
3925	3271.4615738391876	1.0905307044595247e-05	1.079694447980728e-05	1.0	1.0	1.0	1.0
3932	3276.895115852356	1.1200574135727948e-05	1.1093737157352734e-05	1.0	1.0	1.0	1.0
3939	3282.758908033371	1.072902350642835e-05	1.0626717994455248e-05	1.0	1.0	1.0	1.0
3945	3287.8225445747375	1.0659519921318862e-05	1.0560351256572176e-05	1.0	1.0	1.0	1.0
3952	3293.1174128055573	1.1000138147210237e-05	1.0898224900302012e-05	1.0	1.0	1.0	1.0
3959	3298.8124706745148	1.0128461235581199e-05	1.0040703273261897e-05	1.0	1.0	1.0	1.0
3966	3304.360951900482	1.0503793691896136e-05	1.0408131856820546e-05	1.0	1.0	1.0	1.0
3972	3309.3678390979767	1.0202006342296956e-05	1.010288906400092e-05	1.0	1.0	1.0	1.0
3978	3314.6791298389435	1.0542831023485633e-05	1.0431181181047577e-05	1.0	1.0	1.0	1.0
3985	3320.091044664383	1.0547493093326921e-05	1.0452587957843207e-05	1.0	1.0	1.0	1.0
3991	3325.69766998291	1.022412898237235e-05	1.0128192116098944e-05	1.0	1.0	1.0	1.0
3997	3331.124715566635	1.07574594039761e-05	1.0648494935594499e-05	1.0	1.0	1.0	1.0
4004	3336.6890234947205	1.0151960123039317e-05	1.0050273886008654e-05	1.0	1.0	1.0	1.0
4010	3341.7130987644196	1.029573213600088e-05	1.0193261005042586e-05	1.0	1.0	1.0	1.0
4017	3347.2881295681	1.0142001701751725e-05	1.0050108357972931e-05	1.0	1.0	1.0	1.0
4024	3352.94300198555	1.0236962862109068e-05	1.0142926839762367e-05	1.0	1.0	1.0	1.0
4031	3358.4601907730103	1.0001730697695167e-05	9.90158696367871e-06	1.0	1.0	1.0	1.0
4038	3364.038820743561	1.0476634361111792e-05	1.0388166629127227e-05	1.0	1.0	1.0	1.0
4044	3369.194813489914	9.9384547866066e-06	9.854757990979124e-06	1.0	1.0	1.0	1.0
4051	3374.804639816284	1.0031120018538787e-05	9.938193215930369e-06	1.0	1.0	1.0	1.0
4058	3380.3243708610535	1.07705967820948e-05	1.0676674719434232e-05	1.0	1.0	1.0	1.0
4065	3385.917525291443	9.966770994651598e-06	9.866056643659249e-06	1.0	1.0	1.0	1.0
4072	3391.4448850154877	1.054703125191736e-05	1.0454691619088408e-05	1.0	1.0	1.0	1.0
4078	3396.759261369705	9.735432558954927e-06	9.651465916249435e-06	1.0	1.0	1.0	1.0
4084	3402.00395321846	9.843792122410378e-06	9.741022950038314e-06	1.0	1.0	1.0	1.0
4090	3407.6988365650177	1.0020469198934734e-05	9.945338206307497e-06	1.0	1.0	1.0	1.0
4096	3412.8650407791138	9.873559793049936e-06	9.789795512915589e-06	1.0	1.0	1.0	1.0
4103	3418.625545501709	9.921724085870665e-06	9.834063348534983e-06	1.0	1.0	1.0	1.0
4109	3423.7875764369965	9.592294736648911e-06	9.519692866888363e-06	1.0	1.0	1.0	1.0
4116	3429.3403055667877	9.69417915257509e-06	9.604203114577103e-06	1.0	1.0	1.0	1.0
4123	3434.9968383312225	9.611374844098464e-06	9.51716265262803e-06	1.0	1.0	1.0	1.0
4130	3440.538374185562	9.514044995739825e-06	9.433453669771552e-06	1.0	1.0	1.0	1.0
4137	3445.9939477443695	1.0348448722652393e-05	1.0247572390653659e-05	1.0	1.0	1.0	1.0
4143	3450.988978624344	9.430458976567025e-06	9.346867955173366e-06	1.0	1.0	1.0	1.0
4150	3456.5878009796143	9.685041095508496e-06	9.595833944331389e-06	1.0	1.0	1.0	1.0
4157	3462.215465784073	9.96289954855456e-06	9.87524526863126e-06	1.0	1.0	1.0	1.0
4164	3467.960047006607	9.15080054255668e-06	9.0675621322589e-06	1.0	1.0	1.0	1.0
4170	3472.9878463745117	9.0980795903306e-06	9.01278053788701e-06	1.0	1.0	1.0	1.0
4177	3478.782213449478	9.394209700985812e-06	9.30890382733196e-06	1.0	1.0	1.0	1.0
4183	3484.0864486694336	9.369042891194114e-06	9.287298780691344e-06	1.0	1.0	1.0	1.0
4189	3489.509724855423	9.263555693905802e-06	9.183238944387995e-06	1.0	1.0	1.0	1.0
4196	3495.260338306427	9.258446061721771e-06	9.172665158985183e-06	1.0	1.0	1.0	1.0
4203	3500.7498581409454	8.87117957972805e-06	8.794307177595329e-06	1.0	1.0	1.0	1.0
4209	3505.7707526683807	8.873854949342786e-06	8.799301213002764e-06	1.0	1.0	1.0	1.0
4216	3511.4315209388733	9.078722905542236e-06	9.001219041238073e-06	1.0	1.0	1.0	1.0
4222	3516.571535348892	8.722688016860048e-06	8.650061317894142e-06	1.0	1.0	1.0	1.0
4229	3522.2694957256317	8.972723480837886e-06	8.904570677259471e-06	1.0	1.0	1.0	1.0
4236	3527.865606546402	8.761993467487629e-06	8.687438821652904e-06	1.0	1.0	1.0	1.0
4242	3533.023367881775	8.949033599492395e-06	8.866794814821333e-06	1.0	1.0	1.0	1.0
4248	3538.342537164688	9.250193579646293e-06	9.17059151106514e-06	1.0	1.0	1.0	1.0
4255	3544.1490581035614	8.715115836821498e-06	8.634348887426313e-06	1.0	1.0	1.0	1.0
4262	3549.5585713386536	8.746426556172083e-06	8.669647286296822e-06	1.0	1.0	1.0	1.0
4269	3555.265165567398	8.8906369455799e-06	8.818795322440565e-06	1.0	1.0	1.0	1.0
4275	3560.28862118721	8.897863426682307e-06	8.822848030831665e-06	1.0	1.0	1.0	1.0
4281	3565.496218919754	9.026925727084745e-06	8.939680810726713e-06	1.0	1.0	1.0	1.0
4287	3571.448662996292	8.517104924976593e-06	8.438493750873022e-06	1.0	1.0	1.0	1.0
4293	3576.6809356212616	8.655212150188163e-06	8.574385901738424e-06	1.0	1.0	1.0	1.0
4300	3582.319097995758	8.356308353540954e-06	8.28619158710353e-06	1.0	1.0	1.0	1.0
4306	3587.334395170212	8.653844543005108e-06	8.583964699937496e-06	1.0	1.0	1.0	1.0
4313	3593.0449120998383	8.434129176748683e-06	8.365979738300666e-06	1.0	1.0	1.0	1.0
4320	3598.86145567894	8.110898761515273e-06	8.039924068725668e-06	1.0	1.0	1.0	1.0
4327	3604.474755525589	8.22950569272507e-06	8.165390681824647e-06	1.0	1.0	1.0	1.0
4334	3610.157104253769	8.557659202779178e-06	8.489388164889533e-06	1.0	1.0	1.0	1.0
4341	3615.8320841789246	8.492358301737114e-06	8.41188921185676e-06	1.0	1.0	1.0	1.0
4348	3621.6338605880737	8.032285222725477e-06	7.963505595398601e-06	1.0	1.0	1.0	1.0
4355	3627.1779499053955	8.485183934681118e-06	8.415082447754685e-06	1.0	1.0	1.0	1.0
4362	3632.6803784370422	8.293482824228705e-06	8.230454113800079e-06	1.0	1.0	1.0	1.0
4369	3638.421479701996	8.159012395481113e-06	8.08622280601412e-06	1.0	1.0	1.0	1.0
4375	3643.7235729694366	8.468834585073637e-06	8.39524273033021e-06	1.0	1.0	1.0	1.0
4381	3649.4315209388733	8.133141909638652e-06	8.07219748821808e-06	1.0	1.0	1.0	1.0
4387	3654.7020151615143	8.05949557616259e-06	7.988855941221118e-06	1.0	1.0	1.0	1.0
4394	3660.375079393387	8.377952508453746e-06	8.30760382086737e-06	1.0	1.0	1.0	1.0
4400	3665.506182909012	7.3980152137664845e-06	7.342963726841845e-06	1.0	1.0	1.0	1.0
4406	3670.5461201667786	8.045674712775508e-06	7.981243470567279e-06	1.0	1.0	1.0	1.0
4413	3676.3766860961914	7.745852235530037e-06	7.68071913626045e-06	1.0	1.0	1.0	1.0
4420	3682.1014564037323	7.898040348663927e-06	7.83480118116131e-06	1.0	1.0	1.0	1.0
4427	3687.841317653656	8.000015441211872e-06	7.935871508379932e-06	1.0	1.0	1.0	1.0
4434	3693.204068183899	8.187298772099895e-06	8.109827831503935e-06	1.0	1.0	1.0	1.0
4441	3698.9402232170105	7.859223933337489e-06	7.798220394761302e-06	1.0	1.0	1.0	1.0
4448	3704.486627817154	8.046005041251192e-06	7.979765541676898e-06	1.0	1.0	1.0	1.0
4455	3710.18391084671	7.956186709634495e-06	7.886142157076392e-06	1.0	1.0	1.0	1.0
4462	3715.7428884506226	7.430987307088799e-06	7.377156634902349e-06	1.0	1.0	1.0	1.0
4469	3721.4955971240997	7.932867083582095e-06	7.874794391682371e-06	1.0	1.0	1.0	1.0
4475	3726.8861203193665	7.457410310962587e-06	7.401304173981771e-06	1.0	1.0	1.0	1.0
4481	3732.4773983955383	7.471385242752149e-06	7.417101642204216e-06	1.0	1.0	1.0	1.0
4488	3738.092997789383	7.274489144037944e-06	7.212151103885844e-06	1.0	1.0	1.0	1.0
4495	3743.733488559723	7.4850135206361305e-06	7.42503971196129e-06	1.0	1.0	1.0	1.0
4501	3749.0162546634674	7.336209591812803e-06	7.274435120052658e-06	1.0	1.0	1.0	1.0
4508	3754.56098985672	7.663968926863164e-06	7.605548489664216e-06	1.0	1.0	1.0	1.0
4515	3760.339253425598	7.5338203714636625e-06	7.47645663068397e-06	1.0	1.0	1.0	1.0
4522	3765.5700330734253	7.428960952893249e-06	7.363406439253595e-06	1.0	1.0	1.0	1.0
4529	3771.169075489044	7.431710582750384e-06	7.373269454546971e-06	1.0	1.0	1.0	1.0
4535	3776.163960456848	7.749304677417967e-06	7.685502168897074e-06	1.0	1.0	1.0	1.0
4542	3781.7682452201843	7.055695505187032e-06	6.9990155679988675e-06	1.0	1.0	1.0	1.0
4549	3787.4141545295715	7.302217272808776e-06	7.248138899740297e-06	1.0	1.0	1.0	1.0
4556	3793.0493581295013	7.381739897027729e-06	7.323981208173791e-06	1.0	1.0	1.0	1.0
4563	3798.5642449855804	7.205657402664656e-06	7.15410396878724e-06	1.0	1.0	1.0	1.0
4569	3803.804188489914	7.341120226556087e-06	7.2791794991644565e-06	1.0	1.0	1.0	1.0
4575	3809.5785574913025	7.1137184022518346e-06	7.056685717543587e-06	1.0	1.0	1.0	1.0
4581	3814.669528245926	7.608443729623105e-06	7.5517932600632776e-06	1.0	1.0	1.0	1.0
4587	3819.811119556427	6.941040146557498e-06	6.8858093982271384e-06	1.0	1.0	1.0	1.0
4593	3824.8560547828674	6.975519636398531e-06	6.923110049683601e-06	1.0	1.0	1.0	1.0
4599	3829.9676325321198	7.1984425176196964e-06	7.139481567719486e-06	1.0	1.0	1.0	1.0
4606	3835.305061817169	7.111549211913371e-06	7.053318313410273e-06	1.0	1.0	1.0	1.0
4612	3840.3131754398346	6.9113789322727825e-06	6.860869234515121e-06	1.0	1.0	1.0	1.0
4618	3845.7599573135376	7.198725324997213e-06	7.139897661545547e-06	1.0	1.0	1.0	1.0
4625	3851.108993768692	7.219344433906372e-06	7.159675533330301e-06	1.0	1.0	1.0	1.0
4632	3856.655837059021	7.631491962456494e-06	7.57823909225408e-06	1.0	1.0	1.0	1.0
4638	3861.662930250168	6.978909823374124e-06	6.9265033744159155e-06	1.0	1.0	1.0	1.0
4645	3867.244448900223	6.94838463459746e-06	6.897483672219096e-06	1.0	1.0	1.0	1.0
4652	3872.871123790741	7.4363140356581425e-06	7.377146175713278e-06	1.0	1.0	1.0	1.0
4658	3878.3889198303223	6.776880491088378e-06	6.726320862071589e-06	1.0	1.0	1.0	1.0
4664	3884.030065059662	7.241633193189046e-06	7.189195457613096e-06	1.0	1.0	1.0	1.0
4669	3889.037889480591	6.677465626125923e-06	6.6284956119488925e-06	1.0	1.0	1.0	1.0
4675	3894.622134923935	6.585403480130481e-06	6.533638497785432e-06	1.0	1.0	1.0	1.0
4682	3900.117555141449	6.61076778669667e-06	6.5628123593342025e-06	1.0	1.0	1.0	1.0
4689	3905.7365026474	6.847539680165937e-06	6.793699867557734e-06	1.0	1.0	1.0	1.0
4696	3911.515243768692	6.67672798044805e-06	6.625466994591989e-06	1.0	1.0	1.0	1.0
4703	3917.3110480308533	6.615084930672311e-06	6.568666321982164e-06	1.0	1.0	1.0	1.0
4710	3922.871289253235	6.995492321948405e-06	6.93725814926438e-06	1.0	1.0	1.0	1.0
4717	3928.5188658237457	6.88258064656111e-06	6.825879154348513e-06	1.0	1.0	1.0	1.0
4724	3934.239861011505	6.546475788127282e-06	6.496647529274924e-06	1.0	1.0	1.0	1.0
4730	3939.324203968048	6.606728720726097e-06	6.5581421040405985e-06	1.0	1.0	1.0	1.0
4737	3944.8766639232635	6.627466200370691e-06	6.580013177881483e-06	1.0	1.0	1.0	1.0
4744	3950.406402349472	6.860904750283226e-06	6.808231773902662e-06	1.0	1.0	1.0	1.0
4751	3956.1951835155487	6.267236130952369e-06	6.215110261109658e-06	1.0	1.0	1.0	1.0
4758	3961.8757429122925	6.617897861360689e-06	6.56744350635563e-06	1.0	1.0	1.0	1.0
4764	3967.4981791973114	6.642296739300946e-06	6.587876669073012e-06	1.0	1.0	1.0	1.0
4770	3972.9823346138	6.575739143954707e-06	6.531331564474385e-06	1.0	1.0	1.0	1.0
4776	3978.0368094444275	6.52538060421648e-06	6.47610568194068e-06	1.0	1.0	1.0	1.0
4783	3983.712117910385	6.322301305772272e-06	6.276190106291324e-06	1.0	1.0	1.0	1.0
4790	3989.51087641716	6.368828053382458e-06	6.3176107687468175e-06	1.0	1.0	1.0	1.0
4796	3994.9028255939484	6.074307793824119e-06	6.030543318047421e-06	1.0	1.0	1.0	1.0
4803	4000.537403345108	6.366846582750441e-06	6.323977231659228e-06	1.0	1.0	1.0	1.0
4809	4005.6185829639435	6.3656265865574825e-06	6.3269872043747455e-06	1.0	1.0	1.0	1.0
4816	4011.3681049346924	6.288824306466268e-06	6.2448739299725275e-06	1.0	1.0	1.0	1.0
4823	4016.556750535965	6.618728821194964e-06	6.5670687945385e-06	1.0	1.0	1.0	1.0
4829	4021.7146151065826	6.2409734709945045e-06	6.199249128258089e-06	1.0	1.0	1.0	1.0
4836	4027.295223712921	6.058861663404969e-06	6.017212399456184e-06	1.0	1.0	1.0	1.0

-------------------------------------------------------------------------------
examples:
num_nodes_min_max_tr = (33, 63)
num_nodes_min_max_ge = (16, 33)

results:
iteration number	elapsed seconds	training loss	test/generalization loss	training fraction mse	training fraction examples solved correctly	test/generalization mse	test/generalization fraction examples solved correctly
#	T	Ltr	Lge	Ctr	Str	Cge	Sge
0	8.74604868888855	0.9194780766963959	0.7512694001197815	0.030948778906418846	0.0	0.18033282904689865	0.0
2	15.756993532180786	0.658797562122345	0.5537664294242859	0.9464030575796543	0.0	0.9719424203457637	0.0
4	22.602641105651855	0.4971915423870087	0.41679438948631287	0.9715303798398355	0.0	0.9715303798398355	0.0
6	28.876598834991455	0.3992760360240937	0.34979695081710815	0.9703819637055234	0.0	0.9703819637055234	0.0
8	36.73939323425293	0.3439799040555954	0.3073246479034424	0.9713053574390447	0.0	0.9713053574390447	0.0
10	43.97063994407654	0.30263965725898745	0.27537864446640015	0.9722162817222697	0.0	0.9722162817222697	0.0
12	50.766642332077026	0.2716058939695358	0.25334152579307556	0.970960661826777	0.0	0.970960661826777	0.0
14	57.55665469169617	0.2526017636060715	0.23816746473312378	0.9699482716150751	0.0	0.9699482716150751	0.0
16	64.00540280342102	0.2342591404914856	0.22132019698619843	0.9716270351721856	0.0	0.9716270351721856	0.0
18	70.45168399810791	0.22079781591892245	0.20962972939014435	0.9713055407362243	0.0	0.9713055407362243	0.0
20	77.0990538597107	0.20996161550283432	0.20028050243854523	0.9707230834984653	0.0	0.9707230834984653	0.0
22	83.50640487670898	0.19959432631731033	0.19121795892715454	0.9709950132460652	0.0	0.9709950132460652	0.0
24	89.75859951972961	0.18975032269954684	0.18253843486309052	0.9717292687352568	0.0	0.9717292687352568	0.0
26	96.60425758361816	0.18250702768564225	0.17633815109729767	0.9717412972055077	0.0	0.9717412972055077	0.0
28	102.59690260887146	0.18086645156145098	0.17560958862304688	0.9694988648785	0.0	0.9694988648785	0.0
30	109.56498336791992	0.17029294073581697	0.1649179309606552	0.9718415417558887	0.0	0.9718415417558887	0.0
32	115.95062470436096	0.16468268483877183	0.1590559184551239	0.9718124436429215	0.0	0.9718124436429215	0.0
34	123.37274527549744	0.15903500020504	0.15360409021377563	0.97203530858838	0.0	0.97203530858838	0.0
36	129.96616506576538	0.15726100206375124	0.15258179605007172	0.9710875019601694	0.0	0.9710875019601694	0.0
38	136.11976647377014	0.15428127944469452	0.14972463250160217	0.9712495804899877	0.0	0.9712495804899877	0.0
40	143.09241437911987	0.15231951624155046	0.1478298008441925	0.970805574699441	0.0	0.970805574699441	0.0
42	149.44712734222412	0.14868671596050262	0.1446792185306549	0.9709438083760169	0.0	0.9709438083760169	0.0
44	156.44537830352783	0.14024771600961686	0.13748548924922943	0.9731584490816931	0.0	0.9731584490816931	0.0
46	162.73735356330872	0.14311644583940505	0.14077061414718628	0.9710295562778744	0.0	0.9710295562778744	0.0
48	169.47513794898987	0.14401868730783463	0.14142248034477234	0.9696900306014115	0.0	0.9696900306014115	0.0
50	176.22216892242432	0.13545942753553392	0.13274723291397095	0.9721312629836978	0.0	0.9721312629836978	0.0
52	182.58627557754517	0.14063421934843065	0.13764972984790802	0.9691399662731872	0.0	0.9691399662731872	0.0
54	188.83787775039673	0.13606614023447036	0.1323099434375763	0.9699369046146232	0.0	0.9699369046146232	0.0
56	195.68352150917053	0.1274130828678608	0.12389982491731644	0.9721644762341003	0.0	0.9721644762341003	0.0
58	202.5657012462616	0.12717530876398087	0.12384896725416183	0.9711374266834955	0.0	0.9711374266834955	0.0
60	210.16776633262634	0.12360854223370553	0.11893380433320999	0.971490738674403	0.0	0.971490738674403	0.0
62	216.34955620765686	0.12098061442375184	0.11574725806713104	0.971599969625636	0.0	0.971599969625636	0.0
64	223.28346872329712	0.11785860508680344	0.11202386766672134	0.9717484395412977	0.0	0.9717484395412977	0.0
66	229.4779760837555	0.11762783154845238	0.11188354343175888	0.970412899095783	0.0	0.970412899095783	0.0
68	235.69982051849365	0.11556315794587135	0.10962069779634476	0.9698555881987835	0.0	0.9698555881987835	0.0
70	242.18788170814514	0.11011527329683304	0.10383279621601105	0.9710027414185876	0.0	0.9710027414185876	0.0
72	248.5429813861847	0.10622120052576066	0.09988046437501907	0.9714470284237726	0.0	0.9714470284237726	0.0
74	254.88476753234863	0.10578244253993035	0.09928318113088608	0.9701371089141136	0.0	0.9701371089141136	0.0
76	261.1439964771271	0.1009818769991398	0.09440381824970245	0.9709016861416664	0.0	0.9709016861416664	0.0
78	268.4657473564148	0.09362924247980119	0.08500276505947113	0.9726748943133778	0.0	0.9726748943133778	0.0
80	275.26659989356995	0.08750900775194169	0.07413920760154724	0.9713210054257557	0.0	0.9713210054257557	0.0
82	282.09909534454346	0.07645751237869264	0.06293515861034393	0.9694361384023922	0.0	0.9747970952584366	0.0
84	289.0162148475647	0.06515398621559143	0.05314641073346138	0.9877819548872181	0.0	0.9983121067976063	0.09375
86	294.64007353782654	0.057990955933928494	0.04736732691526413	0.9999375468398701	0.90625	1.0	1.0
88	301.2985329627991	0.0523555338382721	0.04387190192937851	1.0	1.0	1.0	1.0
90	307.34483766555786	0.04963303171098232	0.04176092892885208	1.0	1.0	1.0	1.0
92	314.17455196380615	0.04725107103586197	0.03955277428030968	1.0	1.0	1.0	1.0
94	321.5474462509155	0.045231237262487414	0.03795861825346947	1.0	1.0	1.0	1.0
96	328.3041853904724	0.04403682313859463	0.036819346249103546	1.0	1.0	1.0	1.0
98	334.7444887161255	0.042361302673816686	0.03566392511129379	1.0	1.0	1.0	1.0
100	341.16873478889465	0.040936524420976644	0.034671228379011154	1.0	1.0	1.0	1.0
102	348.1075990200043	0.03904302716255188	0.03352726250886917	1.0	1.0	1.0	1.0
104	354.80021691322327	0.03757374919950962	0.03261059522628784	1.0	1.0	1.0	1.0
106	361.21260499954224	0.035982797294855116	0.03146323934197426	1.0	1.0	1.0	1.0
108	368.5474536418915	0.03397730644792318	0.02990586683154106	1.0	1.0	1.0	1.0
110	374.8643002510071	0.03226324245333672	0.02879125252366066	1.0	1.0	1.0	1.0
112	381.37624979019165	0.029957468435168267	0.027044009417295456	1.0	1.0	1.0	1.0
114	387.8550798892975	0.02867503222078085	0.026092050597071648	1.0	1.0	1.0	1.0
116	394.25719833374023	0.027312454208731653	0.02501567266881466	1.0	1.0	1.0	1.0
118	400.99999237060547	0.02596073839813471	0.024083131924271584	1.0	1.0	1.0	1.0
120	407.4451322555542	0.02503978069871664	0.02345157600939274	1.0	1.0	1.0	1.0
122	413.90592217445374	0.02406288739293814	0.022593853995203972	1.0	1.0	1.0	1.0
124	419.97086238861084	0.023363211378455165	0.02206808514893055	1.0	1.0	1.0	1.0
126	426.7991213798523	0.02237155828624964	0.021261082962155342	1.0	1.0	1.0	1.0
128	433.5720372200012	0.021998204849660398	0.021017495542764664	1.0	1.0	1.0	1.0
130	440.69219946861267	0.021193093806505206	0.02030778117477894	1.0	1.0	1.0	1.0
132	447.47859287261963	0.020862617157399656	0.020043015480041504	1.0	1.0	1.0	1.0
134	453.88376092910767	0.020509858056902888	0.0197141133248806	1.0	1.0	1.0	1.0
136	460.7925498485565	0.019871881045401097	0.01916748285293579	1.0	1.0	1.0	1.0
138	467.20276284217834	0.01961038075387478	0.01892900839447975	1.0	1.0	1.0	1.0
140	473.8612594604492	0.019217997230589392	0.018597470596432686	1.0	1.0	1.0	1.0
142	479.56675457954407	0.018789278715848925	0.018214179202914238	1.0	1.0	1.0	1.0
144	486.72818899154663	0.01813495308160782	0.01760225184261799	1.0	1.0	1.0	1.0
146	493.0996310710907	0.017983521707355978	0.01747054047882557	1.0	1.0	1.0	1.0
148	499.3808298110962	0.017614667862653734	0.01713058352470398	1.0	1.0	1.0	1.0
150	505.89771699905396	0.017205286398530008	0.016764625906944275	1.0	1.0	1.0	1.0
152	512.2069299221039	0.016971594467759133	0.016531292349100113	1.0	1.0	1.0	1.0
154	518.153427362442	0.01655078660696745	0.016127344220876694	1.0	1.0	1.0	1.0
156	524.6281971931458	0.016422793082892895	0.01601116731762886	1.0	1.0	1.0	1.0
158	532.3269882202148	0.015934505499899387	0.015559244900941849	1.0	1.0	1.0	1.0
160	538.6055994033813	0.015504667442291975	0.015147478319704533	1.0	1.0	1.0	1.0
162	545.5416233539581	0.015270693320780994	0.014934735372662544	1.0	1.0	1.0	1.0
164	551.6357061862946	0.015250258054584265	0.01491533499211073	1.0	1.0	1.0	1.0
166	557.7600100040436	0.0149867189116776	0.014661059714853764	1.0	1.0	1.0	1.0
168	563.7100250720978	0.014622849598526956	0.014318387024104595	1.0	1.0	1.0	1.0
170	569.9554588794708	0.014325575809925795	0.014033246785402298	1.0	1.0	1.0	1.0
172	576.5835359096527	0.01409131344407797	0.013808559626340866	1.0	1.0	1.0	1.0
174	583.5631914138794	0.013694418314844371	0.013430646620690823	1.0	1.0	1.0	1.0
176	590.3374688625336	0.013631344772875309	0.013376114889979362	1.0	1.0	1.0	1.0
178	596.4138686656952	0.013363877031952144	0.013114227913320065	1.0	1.0	1.0	1.0
180	603.4095847606659	0.013118407782167198	0.01288027223199606	1.0	1.0	1.0	1.0
182	610.5416162014008	0.012928535323590042	0.012700725346803665	1.0	1.0	1.0	1.0
184	617.6014378070831	0.012713285721838476	0.012493772432208061	1.0	1.0	1.0	1.0
186	623.7968974113464	0.012673988658934833	0.01245544757694006	1.0	1.0	1.0	1.0
188	631.3155333995819	0.012316500302404165	0.01211069617420435	1.0	1.0	1.0	1.0
190	638.3994433879852	0.01209961697459221	0.011901906691491604	1.0	1.0	1.0	1.0
192	645.3292090892792	0.01191552383825183	0.011722812429070473	1.0	1.0	1.0	1.0
194	651.7390487194061	0.01177284773439169	0.011585427448153496	1.0	1.0	1.0	1.0
196	658.6248054504395	0.011660650186240674	0.011478173546493053	1.0	1.0	1.0	1.0
198	665.0624284744263	0.011477562598884106	0.011303088627755642	1.0	1.0	1.0	1.0
200	671.4373097419739	0.011323355603963137	0.011152767576277256	1.0	1.0	1.0	1.0
202	677.8118557929993	0.011165276728570463	0.01100041065365076	1.0	1.0	1.0	1.0
204	684.6349320411682	0.010880102030932905	0.01072437409311533	1.0	1.0	1.0	1.0
206	692.1427631378174	0.010717298369854689	0.010565575212240219	1.0	1.0	1.0	1.0
208	698.6304540634155	0.01062197955325246	0.010472537949681282	1.0	1.0	1.0	1.0
210	704.9680767059326	0.010557966865599157	0.010409804061055183	1.0	1.0	1.0	1.0
212	711.3882396221161	0.010323094110935927	0.01018020510673523	1.0	1.0	1.0	1.0
214	717.9209523200989	0.010180715471506119	0.010035860352218151	1.0	1.0	1.0	1.0
216	724.6810641288757	0.010017825942486526	0.009875239804387093	1.0	1.0	1.0	1.0
